år,navn,platform,Platform/OS version,udvikler,udgiver,Spilllets url,Udviklers URL,omtale URL,Anmeldelse URL,Screenshot,Video,Metascore,Genre,Noter,Cover,i beholdning,unikke titler,Fysisk medie,Online,Mobil(portal),Konsolportal + steam,Sorteringsår,Har på lokal maskine (server),I Netarkivet,Netarkivet URL - til spil eller landing page,Netarkivering - noter,Har Rex-post,Itunes Info,Games Preingest - Placering (OBS: inkomplet registrering),Alternative titler,Kolonne1,Kolonne2,Kolonne3,Kolonne4,Kolonne5,Kolonne6,Kolonne7,Kolonne8,Kolonne9,Kolonne10,Kolonne11,Kolonne12,Kolonne13,Kolonne14,Kolonne15,Kolonne16,Kolonne17,Kolonne18,Kolonne19,Kolonne20,Kolonne21,Kolonne22,Kolonne23,Kolonne24,Kolonne25,Kolonne26,Kolonne27,Kolonne28,Kolonne29,Kolonne30,Kolonne31,Kolonne32,Kolonne33,Kolonne34,Kolonne35,Kolonne36,Kolonne37,Kolonne38,Kolonne39,Kolonne40,Kolonne41,Kolonne42,Kolonne43,Kolonne44,Kolonne45,Kolonne46,Kolonne47,Kolonne48,Kolonne49,Kolonne50,Kolonne51,Kolonne52,Kolonne53,Kolonne54,Kolonne55,Kolonne56,Kolonne57,Kolonne58,Kolonne59,Kolonne60,Kolonne61,Kolonne62,Kolonne63,Kolonne64,Kolonne65,Kolonne66,Kolonne67,Kolonne68,Kolonne69,Kolonne70,Kolonne71,Kolonne72,Kolonne73,Kolonne74,Kolonne75,Kolonne76,Kolonne77,Kolonne78,Kolonne79,Kolonne80,Kolonne81,Kolonne82,Kolonne83,Kolonne84,Kolonne85,Kolonne86,Kolonne87,Kolonne88,Kolonne89,Kolonne90,Kolonne91,Kolonne92,Kolonne93,Kolonne94,Kolonne95,Kolonne96,Kolonne97,Kolonne98,Kolonne99,Kolonne100,Kolonne101,Kolonne102,Kolonne103,Kolonne104,Kolonne105,Kolonne106,Kolonne107,Kolonne108,Kolonne109,Kolonne110,Kolonne111,Kolonne112,Kolonne113,Kolonne114,Kolonne115,Kolonne116,Kolonne117,Kolonne118,Kolonne119,Kolonne120,Kolonne121,Kolonne122,Kolonne123,Kolonne124,Kolonne125,Kolonne126,Kolonne127,Kolonne128,Kolonne129,Kolonne130,Kolonne131,Kolonne132,Kolonne133,Kolonne134,Kolonne135,Kolonne136,Kolonne137,Kolonne138,Kolonne139,Kolonne140,Kolonne141,Kolonne142,Kolonne143,Kolonne144,Kolonne145,Kolonne146,Kolonne147,Kolonne148,Kolonne149,Kolonne150,Kolonne151,Kolonne152,Kolonne153,Kolonne154,Kolonne155,Kolonne156,Kolonne157,Kolonne158,Kolonne159,Kolonne160,Kolonne161,Kolonne162,Kolonne163,Kolonne164,Kolonne165,Kolonne166,Kolonne167,Kolonne168,Kolonne169,Kolonne170,Kolonne171,Kolonne172,Kolonne173,Kolonne174,Kolonne175,Kolonne176,Kolonne177,Kolonne178,Kolonne179,Kolonne180,Kolonne181,Kolonne182,Kolonne183,Kolonne184,Kolonne185,Kolonne186,Kolonne187,Kolonne188,Kolonne189,Kolonne190,Kolonne191,Kolonne192,Kolonne193,Kolonne194,Kolonne195,Kolonne196,Kolonne197,Kolonne198,Kolonne199,Kolonne200,Kolonne201,Kolonne202,Kolonne203,Kolonne204,Kolonne205,Kolonne206,Kolonne207,Kolonne208,Kolonne209,Kolonne210,Kolonne211,Kolonne212,Kolonne213,Kolonne214,Kolonne215,Kolonne216,Kolonne217,Kolonne218,Kolonne219,Kolonne220,Kolonne221,Kolonne222,Kolonne223,Kolonne224,Kolonne225
2015,The Legend of Big Bird's Bones,Windows / Mac OS X,,Jón Kristinsson,Wizard Jam,https://jonkk.itch.io/the-legend-of-big-birds-bones,http://kristinsson.dk/,https://itch.io/jam/wizard-jam/rate/23336,,,,,,,,1,1,0,0,0,0,2015/04/26,1,0,https://jonkk.itch.io/the-legend-of-big-birds-bones,,,,\Flere spil plus oversigt\jonkk\The Legend of Big Bird's Bones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,99 problems,Android 4.0.3+,,Mamau IVS,Mamau IVS,https://play.google.com/store/apps/details?id=com.mamau.problems,mamaugames.com,,,,,,,1.53 hentet den 1/11/16,,1,0,0,0,1,0,2015/05/01,1,0,https://play.google.com/store/apps/details?id=com.mamau.problems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,99 problems,iOS 6.1+,,Mamau IVS,Mamau IVS,https://itunes.apple.com/us/app/99-problems/id911710597?mt=8,mamaugames.com,,,,,,,1.51 hentet den 1/11/16,,1,1,0,0,1,0,2015/05/01,1,0,https://itunes.apple.com/us/app/99-problems/id911710597?mt=8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Game Feel,Unity (Web + Download),,Gustav Dahl,Gustav Dahl,http://tunnelvisiongames.com/g/GameFeel.html,,,,,,,,,,1,1,0,1,0,0,2015/05/01,1,0,http://tunnelvisiongames.com/g/GameFeel.html,Ikke høstet april 16 (ligger på games),,,\Flere spil plus oversigt\Gustav Dahl\GameFeel_Windows.zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Software Inc. ,Win / Mac / Linux (Steam),,Coredumping,Coredumping,http://store.steampowered.com/app/362620/,coredumping.com,http://www.swinc.net/,,,,,,Early Access (alpha9 - 6/1/17),,1,1,0,0,0,1,2015/05/01,1,0,http://store.steampowered.com/app/362620/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,OfficeBall,Web (Flash),,MadsAnthony,madsanthony,http://www.madsanthony.com/?portfolio=officeball,madsanthony.com,,,,,,,,,0,1,0,1,0,0,2015/05/01,0,0,http://www.madsanthony.com/wp-content/uploads/2015/05/OfficeBall.swf,skal høstes og tjekkes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,SideoMorph,Web (Flash),,MadsAnthony,MadsAnthony,http://www.madsanthony.com/?portfolio=sideomorph,madsanthony.com,,,,,,,,,0,1,0,1,0,0,2015/05/01,0,0,http://www.madsanthony.com/wp-content/uploads/2015/05/Sideomorph20.swf,skal høstes og tjekkes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Rainbow Rampage,Java (Download),,Alexander Arendttorp,Createjam2015,http://gamejolt.com/games/action/rainbow-rampage/64429/,,,,,,,,,,1,1,0,1,0,0,2015/05/03,1,0,http://gamejolt.com/games/action/rainbow-rampage/64429/,TJEK EFTER TV2_2015,,,\Flere spil plus oversigt\CreateJam2015\Rainbow_Rampage\rainBowRampage02.jar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Mr. Lucifer's Baaaaaahttle Royale 2 - Here We Goat Again,Unity (Web + Download),,FreakingPingo,Createjam2015,http://gamejolt.com/games/platformer/mr-lucifer-s-baaaaaahttle-royale-2-here-we-goat-again/64435/,,,,,,,,,,1,1,0,1,0,0,2015/05/03,1,0,http://gamejolt.com/games/platformer/mr-lucifer-s-baaaaaahttle-royale-2-here-we-goat-again/64435/,TJEK EFTER TV2_2015,,,\Flere spil plus oversigt\CreateJam2015\Here_We_Goat_AGAIN\Goat.zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Mildly Retarded Unicorn (from hell),Win (Download),,jaschb,Createjam2015,http://gamejolt.com/games/mildly-retarded-unicorn-from-hell/download-distribution/65622/?os=windows,,,,,,,,,,1,1,0,1,0,0,2015/05/03,1,0,http://gamejolt.com/games/mildly-retarded-unicorn-from-hell/download-distribution/65622/?os=windows,TJEK EFTER TV2_2015,,,\Flere spil plus oversigt\CreateJam2015\Mildly_Retarded_Unicorn\Retarded.zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Switcheroo Unicorn Hero,Win (Download),,Bir3D,Createjam2015,http://gamejolt.com/games/platformer/switcheroo-unicorn-hero/64451/,,,,,,,,,,1,1,0,1,0,0,2015/05/03,1,0,http://gamejolt.com/games/platformer/switcheroo-unicorn-hero/64451/,TJEK EFTER TV2_2015,,,\Flere spil plus oversigt\CreateJam2015\Switcheroo_Unicorn_Hero\Game.zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Devious Stratagems: The Untold Tale of Satan's Legions …,Win (Download),,draculina90,Createjam2015,http://gamejolt.com/games/strategy-sim/devious-stratagems-the-untold-tale-of-satan-s-legion-going-to-bloody-war-with-the-mighty-unicorn-hordes/64449/,,,,,,,,,,1,1,0,1,0,0,2015/05/03,1,0,http://gamejolt.com/games/strategy-sim/devious-stratagems-the-untold-tale-of-satan-s-legion-going-to-bloody-war-with-the-mighty-unicorn-hordes/64449/,TJEK EFTER TV2_2015,,,\Flere spil plus oversigt\CreateJam2015\Devious_Stratagems\Devious_Stratagems.exe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Don't Get left behind,Win (Download),,KasparPawlak,Createjam2015,http://gamejolt.com/games/arcade/don-t-get-left-behind/64452/,,,,,,,,,,1,1,0,1,0,0,2015/05/03,1,0,http://gamejolt.com/games/arcade/don-t-get-left-behind/64452/,TJEK EFTER TV2_2015,,,\Flere spil plus oversigt\CreateJam2015\Dont_Get_Left_Behind\DontGetLeftBehind_CreateGameJam2015.zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Holy Bump - Satan's & Unicorn's & Hero's quest to Bump The Almighty Fist of His Holiness,Win (Download),,Annemate,Createjam2015,http://gamejolt.com/games/arcade/holy-bump-satan-unicorn-hero-s-quest-to-bump-the-almighty-fist-of-his-holiness/64438/,,,,,,,,,,1,1,0,1,0,0,2015/05/03,1,0,http://gamejolt.com/games/arcade/holy-bump-satan-unicorn-hero-s-quest-to-bump-the-almighty-fist-of-his-holiness/64438/,TJEK EFTER TV2_2015,,,\Flere spil plus oversigt\CreateJam2015\Holy Bump\HolyBump1.0.1.exe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Blendimals,iOS 7.0+,,Exploding Cow ApS,Exploding Cow ApS,https://itunes.apple.com/app/blendimals/id738561911?mt=8,,,,,,,,1.40 hentet den 6/5/15,,1,0,0,0,1,0,2015/05/06,1,0,https://itunes.apple.com/app/blendimals/id738561911?mt=8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Quest for oil 2.0,Web (Unity),,Serious Games Interactive,Mærsk A/S,http://www.maersk.com/en/hardware/quest-for-oil,seriousgames.dk,,,,,,,,,1,0,0,1,0,0,2015/05/07,1,0,på Games-drev,TJEK EFTER TV2_2015,,,\Flere spil plus oversigt\mærsk\Quest_for_oil_Web_RC_07052015.unity3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Greed Corp,Android,,"Erik Høyrup Jørgensen, Tim Logan, Simon Gjedde, Morten F. Sørensen",,https://wonderfish.dk/games/greed-corp/,,,,,,,,Ufærdiggjort,https://wonderfish.dk/wp-content/uploads/2015/05/greed-250x250.png,1,0,0,0,1,0,2015/05/15,,1,http://wonderfish.dk/games/greed-corp/,,,,\Flere spil plus oversigt\Erik Høyrup Jørgensen\Greed Corp\greed-android.zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Greed Corp,Windows,,"Erik Høyrup Jørgensen, Tim Logan, Simon Gjedde, Morten F. Sørensen",,https://wonderfish.dk/games/greed-corp/,,,,,,,,Ufærdiggjort,https://wonderfish.dk/wp-content/uploads/2015/05/greed-250x250.png,1,1,0,0,0,0,2015/05/15,,1,http://wonderfish.dk/games/greed-corp/,,,,\Flere spil plus oversigt\Erik Høyrup Jørgensen\Greed Corp\greed-windows.zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,THE WUUUUUUUUUUUUU,Android 2.3+ (+ download),,Headspider,Headspider,https://play.google.com/store/apps/details?id=com.HeadSpider.TheWuuuuu,headspider.com,,,,,,,"vinder af ngj2015, 1.0 hentet den 20/1/16",,1,1,0,0,1,0,2015/05/17,1,0,https://play.google.com/store/apps/details?id=com.HeadSpider.TheWuuuuu,TJEK til DOWNLOAD PÅ itch.io,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Quest for oil 2.0,iOS 4.3+,,Serious Games Interactive,Mærsk A/S,https://itunes.apple.com/dk/app/quest-for-oil/id891283205?l=da&mt=8,seriousgames.dk,,,,,,,2.0.0 hentet den 29/6/15,,1,0,0,0,1,0,2015/05/21,1,0,https://itunes.apple.com/dk/app/quest-for-oil/id891283205?l=da&mt=8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Solitaire FRVR,Android 2.3.3+,,FRVR ApS,FRVR ApS,https://play.google.com/store/apps/details?id=com.frvr.solitaire,frvr.com,,,,,,,3.3.0 hentet den 14/10/15,,1,0,0,0,1,0,2015/05/22,1,0,https://play.google.com/store/apps/details?id=com.frvr.solitaire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Animal Captain,iOS 7.0+,,italic ApS,italic ApS,https://itunes.apple.com/dk/app/id968005663,animalcaptain.net,,,,,,,1.1.1 hentet den 20/1/16,,1,1,0,0,1,0,2015/05/23,1,0,https://itunes.apple.com/dk/app/id968005663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Sideomorph,Web,,Wackiedk,Wackiedk,http://www.newgrounds.com/portal/view/658221,,,,,,,,,,0,1,0,1,0,0,2015/05/25,0,0,http://www.newgrounds.com/portal/view/658221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,The Silent Age,Windows / Mac OS X,,House on Fire ApS,Meridian4,http://thesilentage.com/,houseonfire.dk,https://www.humblebundle.com/store/the-silent-age,https://www.mobygames.com/game/silent-age/mobyrank,,https://www.youtube.com/watch?v=Wo6WkM5p5zw,,,,https://steamcdn-a.akamaihd.net/steam/apps/352520/header.jpg?t=1513116521,1,0,0,0,0,1,2015/05/29,1,0,https://meridian4.itch.io/the-silent-age,,,,\Flere spil plus oversigt\meridian4\the_silent_age_DRM_fri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Hermit the Crab,Android 2.1+,,Bluewaterstudios,Bluewaterstudios,https://play.google.com/store/apps/details?id=net.Bluewaterstudios.Hermit_the_crab,bluewaterstudios.net,,,,,,,1.0.5 hentet den 1/2/16,,1,1,0,0,1,0,2015/05/30,1,0,https://play.google.com/store/apps/details?id=net.Bluewaterstudios.Hermit_the_crab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Stormblades,Android 4.0+,,Kiloo ApS og Emerald City Games,Kiloo ApS,https://play.google.com/store/apps/details?id=com.kiloo.stormblades&hl=da&rdid=com.kiloo.stormblades,kiloo.com,,,,,,,1.4.10 hentet den 6/1/17,,1,1,0,0,1,0,2015/06/01,1,0,https://play.google.com/store/apps/details?id=com.kiloo.stormblades&hl=da&rdid=com.kiloo.stormblades,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Stormblades,iOS 8.0+,,Kiloo ApS og Emerald City Games,Kiloo ApS,https://itunes.apple.com/us/app/stormblades/id961615948?mt=8,kiloo.com,,,,,,,1.4.10 hentet den 6/1/17,,1,0,0,0,1,0,2015/06/01,1,0,https://itunes.apple.com/us/app/stormblades/id961615948?mt=8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Direction,Windows/OSX/Linux (Download),,Kristian Kronstrand,Kristian Kronstrand,https://kronstrand.itch.io/direction,kristiankronstrand.dk,,,,,,,,,3,1,0,1,0,0,2015/06/01,3,0,https://kronstrand.itch.io/direction,,,,\Flere spil plus oversigt\kristian kronstrand\direction\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Parachute Bird,Android 2.3+,,Zapnes,Zapnes,https://play.google.com/store/apps/details?id=com.zapnes.parachutebird&utm_source=global_co&utm_medium=prtnr&utm_content=Mar2515&utm_campaign=PartBadge&pcampaignid=MKT-Other-global-all-co-prtnr-py-PartBadge-Mar2515-1,zapnes.com,,,,,,,1.51 hentet den 6/1/17,,1,1,0,0,1,0,2015/06/04,1,0,https://play.google.com/store/apps/details?id=com.zapnes.parachutebird&utm_source=global_co&utm_medium=prtnr&utm_content=Mar2515&utm_campaign=PartBadge&pcampaignid=MKT-Other-global-all-co-prtnr-py-PartBadge-Mar2515-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
